2026-03-25 15:00:23 0 [Note] Starting MariaDB 10.4.32-MariaDB source revision c4143f909528e3fab0677a28631d10389354c491 as process 2916
2026-03-25 15:00:23 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2026-03-25 15:00:23 0 [Note] InnoDB: Uses event mutexes
2026-03-25 15:00:23 0 [Note] InnoDB: Compressed tables use zlib 1.3
2026-03-25 15:00:23 0 [Note] InnoDB: Number of pools: 1
2026-03-25 15:00:23 0 [Note] InnoDB: Using SSE2 crc32 instructions
2026-03-25 15:00:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=53, page number=198] with future log sequence number 1650838
2026-03-25 15:00:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=53, page number=197] with future log sequence number 1650809
2026-03-25 15:00:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=53, page number=196] with future log sequence number 1650780
2026-03-25 15:00:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=53, page number=195] with future log sequence number 1650751
2026-03-25 15:00:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=53, page number=194] with future log sequence number 1650722
2026-03-25 15:00:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=53, page number=2] with future log sequence number 1651263
2026-03-25 15:00:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=61] with future log sequence number 1650677
2026-03-25 15:00:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=53, page number=3] with future log sequence number 1651283
2026-03-25 15:00:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=346] with future log sequence number 1651263
2026-03-25 15:00:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 1078060 is in the future! Current system log sequence number 300306.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=2] log sequence number 862100 is in the future! Current system log sequence number 300306.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 1151164 is in the future! Current system log sequence number 300306.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 1280363 is in the future! Current system log sequence number 300306.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=382] log sequence number 1280363 is in the future! Current system log sequence number 300306.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
